id,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,previous,y
387,31,technician,single,tertiary,no,985,yes,no,cellular,997,1,failure,yes
388,37,blue-collar,single,unknown,no,871,yes,no,cellular,209,1,failure,no
389,32,management,single,tertiary,no,3050,yes,no,cellular,58,1,failure,no
390,42,blue-collar,married,primary,no,1687,yes,no,cellular,14,3,other,no
391,37,blue-collar,married,secondary,no,3420,yes,no,cellular,77,1,failure,no
392,46,blue-collar,married,secondary,no,640,yes,no,cellular,108,2,failure,yes
393,23,services,married,secondary,no,83,yes,no,cellular,199,1,failure,no
394,35,admin.,married,secondary,no,2374,yes,no,cellular,765,2,success,yes
395,33,admin.,single,tertiary,no,146,no,no,cellular,380,1,success,yes
396,28,student,single,secondary,no,5916,no,no,cellular,259,1,failure,no
397,31,management,single,tertiary,no,358,yes,no,cellular,68,3,failure,no
398,56,management,divorced,tertiary,no,2037,no,no,cellular,160,1,success,no
399,39,technician,single,tertiary,no,25,yes,no,cellular,315,1,success,yes
400,44,blue-collar,married,unknown,no,3373,yes,no,cellular,48,2,failure,no
401,76,retired,married,primary,no,3324,no,no,cellular,309,1,success,yes
402,35,blue-collar,single,tertiary,no,1830,no,no,cellular,78,4,failure,no
403,60,admin.,divorced,secondary,no,12039,no,no,telephone,261,1,success,yes
404,43,blue-collar,married,secondary,no,948,yes,no,cellular,185,1,other,no
405,45,blue-collar,single,secondary,no,0,yes,no,cellular,1472,1,failure,yes
406,72,retired,married,primary,no,2079,no,no,cellular,100,1,other,no
407,32,admin.,single,tertiary,no,1531,yes,no,cellular,58,1,failure,no
408,26,entrepreneur,single,secondary,no,101,yes,no,cellular,810,1,failure,yes
409,37,admin.,married,secondary,no,1314,yes,no,cellular,74,1,failure,no
410,24,management,single,tertiary,no,1506,no,no,cellular,239,2,success,yes
411,67,retired,married,unknown,no,2540,no,no,telephone,279,3,success,yes
412,77,retired,married,primary,no,3324,no,no,cellular,289,1,success,yes
413,53,admin.,married,secondary,no,109,no,no,telephone,431,1,success,no
414,53,management,married,secondary,no,478,yes,no,cellular,66,1,failure,no
415,38,self-employed,married,secondary,no,-17,yes,no,cellular,110,3,other,no
416,37,services,married,secondary,no,1328,yes,no,telephone,121,2,failure,no
417,44,management,divorced,tertiary,no,2367,no,no,cellular,263,1,success,yes
418,39,technician,married,secondary,no,8,no,yes,cellular,333,2,failure,no
419,28,self-employed,single,tertiary,no,0,yes,no,cellular,379,1,failure,no
420,53,management,married,tertiary,no,3591,yes,no,cellular,306,2,other,yes
421,39,technician,divorced,secondary,no,688,yes,yes,cellular,233,2,failure,no
422,53,self-employed,married,secondary,no,-488,yes,no,cellular,207,1,failure,no
423,33,admin.,single,secondary,no,555,yes,no,cellular,204,1,success,yes
424,34,blue-collar,married,primary,no,2720,yes,no,cellular,147,2,failure,no
425,45,admin.,married,secondary,yes,-106,yes,yes,cellular,553,3,other,yes
426,30,admin.,single,secondary,no,2568,no,no,cellular,563,1,other,yes
427,33,admin.,married,secondary,no,920,no,no,cellular,130,1,failure,yes
428,25,services,married,secondary,no,121,yes,no,cellular,477,3,other,no
429,45,services,single,secondary,no,1757,yes,no,cellular,1010,3,other,no
430,51,self-employed,married,primary,no,106,yes,no,telephone,366,3,failure,no
431,37,blue-collar,married,unknown,no,722,yes,no,cellular,362,1,failure,no
432,49,entrepreneur,divorced,tertiary,no,1342,yes,yes,cellular,253,1,failure,no
433,47,management,married,tertiary,no,288,no,no,cellular,193,1,success,yes
434,28,student,single,secondary,no,1925,no,no,cellular,139,1,success,no
435,49,technician,married,tertiary,no,0,no,yes,cellular,67,5,failure,no
436,37,management,married,tertiary,no,255,no,no,cellular,562,2,success,yes
437,86,retired,married,primary,no,1255,no,no,cellular,192,2,success,no
438,70,retired,married,secondary,no,1310,no,no,cellular,318,1,failure,no
439,41,blue-collar,married,primary,no,0,yes,no,cellular,171,1,failure,no
440,49,self-employed,divorced,tertiary,no,3293,no,no,cellular,260,1,failure,no
441,37,technician,married,tertiary,no,88,no,no,cellular,195,1,other,yes
442,32,services,married,secondary,no,386,no,no,cellular,305,3,failure,no
443,58,services,married,primary,no,443,no,no,telephone,41,2,failure,no
444,34,admin.,married,secondary,no,0,yes,no,cellular,97,1,failure,yes
445,33,blue-collar,single,secondary,no,38,yes,no,telephone,139,4,other,no
446,23,student,single,secondary,no,287,no,no,telephone,700,3,other,no
447,29,housemaid,single,tertiary,no,19,no,no,cellular,268,1,success,yes
448,27,student,single,tertiary,no,5169,yes,no,cellular,431,1,success,yes
449,35,technician,single,secondary,no,399,yes,no,cellular,496,2,failure,yes
450,26,student,single,secondary,no,132,no,no,cellular,194,1,success,yes
451,47,admin.,divorced,secondary,no,207,yes,no,cellular,244,1,failure,no
452,56,services,divorced,secondary,no,935,no,no,cellular,136,1,failure,no
453,35,technician,single,tertiary,no,2658,yes,no,cellular,768,2,failure,yes
454,56,unemployed,married,secondary,no,-246,no,yes,cellular,461,2,failure,no
455,37,management,married,tertiary,no,0,yes,no,cellular,149,1,success,no
456,52,housemaid,married,primary,no,618,yes,yes,cellular,352,2,failure,no
457,36,technician,single,secondary,no,265,yes,yes,cellular,88,1,failure,no
458,34,blue-collar,single,secondary,no,215,no,no,cellular,329,1,success,no
459,31,student,single,tertiary,no,64,no,no,cellular,181,2,failure,no
460,31,technician,single,secondary,no,2544,no,no,cellular,229,1,success,yes
461,29,technician,single,secondary,no,468,yes,no,cellular,37,1,failure,no
462,40,unemployed,divorced,secondary,no,507,yes,no,cellular,134,1,failure,no
463,43,blue-collar,married,secondary,no,1127,yes,no,cellular,126,3,other,no
464,57,admin.,divorced,secondary,yes,-435,yes,yes,cellular,89,5,failure,no
465,37,blue-collar,married,primary,no,223,yes,no,cellular,569,1,failure,no
466,25,self-employed,single,unknown,no,1179,no,no,cellular,131,2,failure,no
467,34,technician,married,secondary,no,390,yes,no,cellular,95,2,failure,yes
468,35,blue-collar,divorced,secondary,no,-566,yes,no,cellular,151,2,failure,no
469,30,admin.,single,secondary,no,382,yes,no,cellular,369,1,failure,no
470,28,technician,single,tertiary,no,387,yes,no,cellular,205,1,failure,yes
471,42,blue-collar,married,unknown,no,732,yes,no,telephone,33,1,failure,no
472,40,blue-collar,married,primary,no,1397,yes,no,telephone,58,2,failure,no
473,30,management,single,tertiary,no,5359,no,no,cellular,427,1,success,yes
474,41,entrepreneur,married,secondary,no,0,yes,yes,cellular,12,5,failure,no
475,30,services,married,tertiary,no,6,yes,no,cellular,279,2,failure,no
476,33,admin.,married,tertiary,no,0,yes,yes,cellular,111,5,other,no
477,38,services,married,tertiary,no,0,yes,no,cellular,239,1,failure,no
478,24,blue-collar,married,secondary,no,272,no,no,cellular,105,2,success,yes
479,60,admin.,divorced,secondary,no,174,yes,no,cellular,241,1,failure,no
480,35,admin.,single,tertiary,no,153,yes,no,cellular,37,3,other,no
481,56,services,single,secondary,no,-40,yes,no,cellular,311,1,failure,yes
482,34,technician,single,tertiary,no,1393,yes,no,cellular,540,3,success,no
483,52,technician,married,secondary,no,463,yes,no,cellular,132,6,failure,no
484,36,management,married,tertiary,no,753,no,no,cellular,71,5,failure,no
485,30,blue-collar,single,secondary,no,-61,no,no,cellular,111,2,failure,no
486,52,management,married,tertiary,no,583,no,no,cellular,376,1,success,yes
487,29,management,single,tertiary,no,437,no,no,cellular,504,1,success,yes
488,61,retired,married,tertiary,no,5267,no,no,cellular,212,7,success,no
489,37,services,divorced,secondary,no,726,yes,no,cellular,136,2,other,no
490,43,technician,divorced,secondary,no,0,yes,no,cellular,150,2,failure,no
491,28,student,single,tertiary,no,118,no,no,cellular,85,2,other,no
492,32,technician,single,secondary,no,260,yes,no,unknown,13,1,other,no
493,33,admin.,single,secondary,no,-371,yes,yes,cellular,221,2,other,no
494,50,entrepreneur,married,tertiary,no,388,yes,no,cellular,258,4,failure,no
495,40,blue-collar,married,primary,no,-388,yes,no,cellular,195,3,failure,no
496,52,admin.,married,secondary,no,0,no,no,cellular,91,2,failure,no
497,46,self-employed,married,tertiary,no,2421,no,no,cellular,1084,1,failure,yes
498,33,technician,married,tertiary,no,525,yes,yes,cellular,499,1,failure,no
499,38,management,single,tertiary,no,15030,yes,no,cellular,167,1,other,no
500,34,management,married,secondary,no,-285,yes,no,cellular,192,1,failure,no
501,29,student,single,secondary,no,154,yes,no,cellular,20,6,failure,no
502,37,management,married,tertiary,no,203,no,no,cellular,759,1,success,yes
503,26,management,single,tertiary,no,943,no,no,cellular,166,1,success,yes
504,36,blue-collar,married,unknown,no,444,no,no,cellular,139,6,failure,no
505,34,admin.,single,secondary,no,395,yes,no,cellular,150,2,failure,no
506,43,unemployed,married,tertiary,no,0,no,no,cellular,464,1,success,yes
507,36,student,single,unknown,no,417,no,no,cellular,304,1,success,yes
508,33,admin.,single,secondary,no,0,no,no,cellular,201,2,other,no
509,60,blue-collar,married,primary,no,6271,yes,no,cellular,210,2,failure,no
510,29,self-employed,single,tertiary,no,805,no,no,cellular,132,1,failure,yes
511,37,technician,married,tertiary,no,4596,yes,no,cellular,218,2,success,no
512,21,student,single,secondary,no,2488,no,no,telephone,661,2,success,yes
513,41,unemployed,single,secondary,no,75,yes,no,cellular,103,2,failure,no
514,39,blue-collar,married,secondary,no,0,yes,no,cellular,513,3,failure,no
515,47,blue-collar,married,secondary,no,243,yes,no,cellular,220,1,failure,no
516,60,self-employed,married,tertiary,no,10861,no,no,cellular,98,1,failure,yes
517,37,services,married,secondary,no,895,yes,yes,cellular,219,2,failure,no
518,46,blue-collar,married,secondary,no,66,yes,no,cellular,211,1,failure,no
519,37,blue-collar,married,secondary,no,513,yes,no,cellular,134,1,failure,no
520,48,management,married,tertiary,no,1147,no,no,cellular,389,1,success,yes
521,26,admin.,married,tertiary,no,906,no,no,cellular,109,1,success,no
522,47,admin.,married,secondary,no,368,no,no,cellular,269,1,success,yes
523,35,management,single,tertiary,no,2646,no,no,cellular,133,8,success,yes
524,32,blue-collar,single,secondary,no,2696,yes,no,cellular,564,2,failure,no
525,35,self-employed,married,tertiary,no,1178,yes,yes,cellular,727,3,other,no
526,53,management,divorced,tertiary,no,6649,yes,no,cellular,106,1,failure,no
527,49,technician,married,secondary,no,3466,yes,no,cellular,161,3,success,no
528,47,self-employed,married,tertiary,no,917,no,no,cellular,518,3,failure,no
529,58,self-employed,married,tertiary,no,8014,yes,no,cellular,697,2,failure,no
530,37,management,married,tertiary,no,2987,yes,no,telephone,135,8,success,no
531,36,technician,single,secondary,no,75,yes,no,cellular,485,2,other,no
532,36,technician,single,tertiary,no,391,yes,no,cellular,185,1,failure,no
533,39,blue-collar,married,primary,no,2366,yes,no,cellular,1007,3,failure,no
534,27,admin.,married,tertiary,no,2855,no,no,cellular,138,2,success,yes
535,39,entrepreneur,single,tertiary,no,243,no,yes,cellular,128,3,failure,no
536,41,admin.,single,secondary,no,1322,yes,no,cellular,58,1,failure,no
537,41,admin.,divorced,secondary,no,4,yes,no,cellular,232,1,failure,no
538,35,blue-collar,divorced,secondary,no,1780,yes,no,cellular,306,3,failure,no
539,37,admin.,single,secondary,no,115,no,no,cellular,122,4,failure,no
540,19,student,single,unknown,no,108,no,no,cellular,168,1,success,yes
541,40,technician,married,secondary,no,192,yes,yes,cellular,16,8,failure,no
542,36,technician,married,tertiary,no,202,no,no,cellular,206,1,failure,no
543,31,unemployed,single,secondary,no,2616,no,no,cellular,374,1,other,yes
544,45,blue-collar,married,secondary,no,577,yes,no,cellular,154,2,failure,no
545,45,housemaid,married,tertiary,no,460,no,no,cellular,312,3,failure,no
546,74,retired,married,secondary,no,935,no,no,cellular,400,1,success,yes
547,39,management,single,tertiary,no,889,no,no,cellular,78,2,failure,no
548,60,technician,married,secondary,no,10925,no,no,cellular,270,3,success,yes
549,65,retired,married,secondary,no,1176,no,no,cellular,111,1,failure,no
550,26,management,single,tertiary,no,1274,yes,no,cellular,190,1,failure,no
551,53,admin.,single,secondary,no,545,yes,no,cellular,305,1,failure,no
552,35,technician,single,tertiary,no,144,yes,yes,cellular,202,4,failure,no
553,33,management,married,tertiary,no,6513,yes,no,cellular,170,1,other,yes
554,30,technician,married,secondary,no,2326,no,no,cellular,420,1,failure,yes
555,38,technician,married,secondary,no,525,yes,yes,telephone,15,7,other,no
556,33,management,married,tertiary,no,2213,no,no,cellular,240,1,failure,no
557,40,management,married,tertiary,no,1598,yes,yes,cellular,1074,4,failure,yes
558,54,management,married,tertiary,no,6525,yes,no,cellular,133,1,failure,no
559,28,services,single,secondary,no,341,yes,no,cellular,437,3,other,yes
560,65,retired,married,secondary,no,571,yes,no,cellular,349,1,success,yes
561,27,blue-collar,single,secondary,no,539,yes,no,cellular,268,5,failure,no
562,80,retired,married,secondary,no,2354,no,no,telephone,739,1,failure,yes
563,30,blue-collar,married,secondary,no,1171,yes,no,cellular,45,7,failure,no
564,40,blue-collar,single,primary,no,366,yes,yes,cellular,168,2,failure,no
565,39,blue-collar,married,secondary,no,49,yes,no,cellular,566,1,failure,no
566,40,services,married,secondary,no,2843,yes,no,cellular,223,1,success,no
567,32,blue-collar,single,secondary,no,259,yes,no,cellular,158,3,failure,no
568,34,blue-collar,single,secondary,no,-317,yes,no,cellular,518,3,other,no
569,35,admin.,married,secondary,no,3863,yes,no,cellular,125,1,failure,no
570,58,management,married,tertiary,no,2764,no,no,cellular,459,1,failure,no
571,33,management,single,tertiary,no,191,no,yes,cellular,678,4,failure,no
572,36,services,single,secondary,no,417,yes,no,cellular,15,10,failure,no
573,34,technician,divorced,secondary,no,7,yes,yes,cellular,94,2,failure,no
574,44,technician,single,secondary,no,293,yes,no,cellular,345,2,failure,no
575,49,management,single,tertiary,no,145,yes,no,cellular,57,2,failure,no
576,29,technician,single,secondary,no,5763,no,yes,cellular,271,2,success,no
577,23,services,married,secondary,no,14,yes,yes,telephone,19,8,failure,no
578,50,services,married,primary,no,5024,yes,yes,cellular,661,1,other,yes
579,47,unemployed,married,secondary,no,926,no,no,cellular,436,1,success,yes
580,84,retired,divorced,primary,no,1680,no,no,telephone,113,5,other,no
581,44,admin.,married,secondary,no,1807,yes,yes,cellular,229,1,failure,no
582,42,technician,divorced,secondary,no,611,yes,no,cellular,804,2,failure,no
583,33,technician,married,tertiary,no,8023,no,no,cellular,196,1,failure,no
584,57,admin.,married,unknown,no,2038,no,no,cellular,628,1,failure,yes
585,41,blue-collar,divorced,secondary,no,793,yes,no,cellular,123,1,failure,no
586,27,services,single,secondary,no,1347,no,no,telephone,824,1,success,yes
587,33,management,single,tertiary,no,718,yes,no,cellular,122,1,success,yes
588,33,technician,married,secondary,no,3071,yes,yes,cellular,46,2,failure,no
589,56,management,married,tertiary,no,505,yes,yes,cellular,171,1,failure,no
590,41,management,married,tertiary,no,298,no,no,cellular,63,3,other,no
591,30,technician,single,tertiary,no,3,yes,no,cellular,54,1,failure,no
592,28,student,single,secondary,no,1925,no,no,cellular,252,1,failure,yes
593,62,retired,married,secondary,no,1495,no,no,cellular,606,1,success,yes
594,60,retired,married,secondary,no,263,no,no,cellular,317,1,failure,no
595,47,technician,married,secondary,no,487,no,no,cellular,218,2,failure,no
596,33,admin.,single,secondary,no,346,yes,no,cellular,24,7,other,no
597,47,housemaid,married,tertiary,no,228,yes,no,cellular,80,1,failure,no
598,41,technician,married,secondary,no,112,yes,no,cellular,1081,1,failure,no
599,36,management,divorced,tertiary,no,649,no,no,cellular,237,2,failure,no
600,36,entrepreneur,married,secondary,no,0,yes,no,cellular,187,1,failure,no
601,46,blue-collar,married,primary,no,0,yes,no,telephone,30,4,other,no
602,52,blue-collar,married,primary,no,-637,yes,yes,cellular,161,5,failure,no
603,45,technician,single,primary,no,237,yes,no,cellular,110,1,failure,no
604,32,admin.,single,secondary,no,154,yes,no,cellular,135,1,failure,no
605,59,retired,divorced,secondary,no,514,no,no,cellular,673,6,success,yes
606,30,technician,single,tertiary,no,2325,no,no,cellular,134,1,success,no
607,41,technician,single,tertiary,no,431,no,no,cellular,133,1,success,yes
608,46,technician,married,secondary,no,0,no,no,cellular,107,1,success,no
609,35,management,married,tertiary,no,0,yes,no,cellular,391,2,success,yes
610,59,management,married,tertiary,no,0,no,no,cellular,90,2,failure,no
611,32,technician,single,tertiary,no,2626,yes,yes,cellular,217,2,other,no
612,41,admin.,single,secondary,no,334,yes,no,cellular,14,4,other,no
613,58,retired,married,secondary,no,1227,no,no,cellular,182,2,failure,no
614,38,services,married,secondary,no,7708,yes,no,cellular,218,4,other,no
615,35,management,single,tertiary,no,151,no,no,unknown,11,1,failure,no
616,55,admin.,divorced,secondary,no,1693,no,no,cellular,247,1,success,no
617,47,blue-collar,married,secondary,no,-216,yes,no,cellular,197,1,failure,no
618,54,unknown,married,secondary,no,2206,no,no,cellular,260,1,success,yes
619,53,admin.,divorced,tertiary,no,0,yes,yes,cellular,171,1,other,no
620,47,blue-collar,married,unknown,no,1044,yes,no,cellular,208,6,failure,no
621,30,management,married,tertiary,no,1077,no,no,cellular,151,1,failure,no
622,48,management,married,tertiary,no,1147,no,no,cellular,155,1,success,yes
623,32,technician,married,secondary,no,4,no,no,cellular,145,2,failure,no
624,36,management,single,tertiary,no,688,no,no,cellular,293,3,failure,no
625,47,management,married,tertiary,no,618,yes,no,cellular,50,2,failure,no
626,30,blue-collar,married,secondary,no,322,yes,no,cellular,190,2,other,no
627,37,admin.,married,secondary,no,0,yes,no,cellular,179,1,success,yes
628,46,entrepreneur,married,secondary,no,294,yes,no,cellular,444,1,failure,no
629,57,services,married,secondary,no,0,yes,no,cellular,16,9,other,no
630,33,technician,single,secondary,no,2481,no,no,cellular,113,1,failure,no
631,47,blue-collar,married,secondary,no,2548,yes,no,cellular,577,1,other,no
632,56,retired,married,primary,no,1947,no,no,cellular,225,2,failure,yes
633,31,management,single,tertiary,no,170,yes,yes,cellular,168,1,failure,no
634,31,services,married,primary,no,997,yes,no,cellular,256,1,failure,no
635,45,entrepreneur,married,tertiary,no,3689,yes,no,cellular,517,2,failure,no
636,39,technician,single,secondary,no,-143,yes,no,cellular,93,2,failure,no
637,75,retired,divorced,secondary,no,1092,no,no,telephone,250,1,failure,no
638,39,management,married,tertiary,no,3,yes,no,cellular,1145,1,failure,no
639,54,retired,married,secondary,no,303,yes,no,cellular,240,1,failure,no
640,46,admin.,divorced,secondary,no,875,yes,yes,cellular,269,3,failure,no
641,38,technician,married,secondary,no,1931,no,no,cellular,167,1,other,no
642,49,services,single,unknown,no,5095,yes,no,cellular,127,2,failure,no
643,57,retired,married,secondary,no,485,no,no,cellular,79,2,failure,no
644,35,admin.,married,tertiary,no,690,no,no,cellular,131,2,failure,no
645,38,entrepreneur,divorced,secondary,no,1190,yes,no,cellular,81,2,failure,yes
646,32,blue-collar,single,secondary,no,1139,yes,no,cellular,57,1,failure,no
647,53,services,married,secondary,no,660,no,no,cellular,210,1,failure,no
648,43,technician,divorced,secondary,no,87,yes,no,cellular,130,1,failure,no
649,39,housemaid,married,secondary,no,1372,yes,yes,cellular,206,1,failure,no
650,43,blue-collar,married,primary,no,533,yes,no,cellular,246,2,other,no
651,73,retired,married,unknown,no,519,no,no,telephone,434,1,failure,yes
652,24,admin.,single,secondary,no,290,yes,no,cellular,80,3,failure,no
653,36,technician,married,secondary,no,432,yes,no,cellular,61,3,failure,no
654,25,services,single,unknown,no,2022,no,no,cellular,276,8,other,yes
655,38,blue-collar,married,primary,no,398,yes,yes,cellular,239,1,failure,no
656,23,student,single,tertiary,no,691,no,no,cellular,1178,1,success,yes
657,33,admin.,married,secondary,no,7,yes,no,cellular,612,1,failure,no
658,29,services,single,unknown,no,-70,yes,yes,cellular,146,1,failure,no
659,45,housemaid,married,secondary,no,360,no,no,cellular,113,1,success,no
660,35,technician,divorced,tertiary,no,4515,yes,no,cellular,66,3,failure,no
661,44,blue-collar,married,secondary,no,1071,yes,no,cellular,143,3,failure,no
662,40,technician,married,secondary,no,1819,no,no,cellular,169,1,failure,no
663,33,blue-collar,married,primary,no,5151,yes,yes,cellular,124,3,failure,no
664,34,blue-collar,married,secondary,no,0,yes,no,cellular,79,5,failure,no
665,38,entrepreneur,married,tertiary,no,1110,yes,no,cellular,888,2,failure,yes
666,32,management,single,tertiary,no,3289,no,no,cellular,375,2,failure,no
667,43,admin.,single,secondary,no,375,no,yes,cellular,193,2,failure,no
668,41,blue-collar,married,secondary,no,2067,yes,no,cellular,208,4,failure,no
669,51,management,married,tertiary,no,346,no,no,cellular,237,1,success,yes
670,35,management,married,tertiary,no,2088,yes,no,cellular,94,1,failure,no
671,76,retired,married,tertiary,no,0,no,no,telephone,92,3,failure,no
672,70,retired,married,primary,no,3782,no,no,cellular,704,2,failure,no
673,36,management,single,tertiary,no,687,yes,no,cellular,43,1,failure,no
674,46,technician,married,secondary,no,1028,yes,no,cellular,96,2,failure,no
675,68,retired,divorced,primary,no,2027,no,no,cellular,619,2,success,yes
676,46,blue-collar,single,primary,no,96,yes,no,cellular,99,1,failure,no
677,42,blue-collar,married,secondary,no,429,yes,no,cellular,110,1,failure,no
678,30,blue-collar,married,primary,no,1101,yes,yes,cellular,590,1,failure,no
679,33,services,married,secondary,no,387,yes,no,cellular,327,2,failure,no
680,46,blue-collar,divorced,secondary,no,168,yes,no,cellular,255,1,other,no
681,44,technician,single,tertiary,no,2033,no,no,cellular,444,1,failure,yes
682,40,technician,single,tertiary,no,1646,yes,no,cellular,215,1,failure,yes
683,47,blue-collar,married,primary,no,1533,no,yes,cellular,273,2,failure,no
684,40,management,married,tertiary,no,285,yes,no,cellular,322,1,success,no
685,56,management,married,tertiary,no,12356,yes,no,cellular,410,1,other,yes
686,39,management,married,tertiary,no,141,yes,no,cellular,788,2,other,no
687,28,management,single,secondary,no,1633,no,no,cellular,233,1,success,no
688,54,management,divorced,secondary,no,300,yes,no,cellular,329,1,success,no
689,60,housemaid,married,secondary,no,0,no,no,telephone,153,1,success,no
690,74,retired,married,secondary,no,935,no,no,cellular,100,1,other,no
691,41,technician,single,tertiary,no,431,no,no,cellular,196,1,failure,yes
692,59,retired,divorced,secondary,no,514,yes,no,cellular,573,1,other,no
693,27,blue-collar,single,secondary,no,100,yes,no,cellular,177,4,failure,no
694,45,admin.,married,secondary,no,205,no,no,cellular,373,1,success,yes
695,30,management,married,tertiary,no,451,no,no,cellular,173,1,failure,no
696,36,management,single,tertiary,no,4,yes,no,cellular,529,1,success,no
697,45,admin.,married,secondary,no,72,yes,yes,cellular,262,2,failure,no
698,45,technician,married,tertiary,no,1818,yes,yes,cellular,427,1,success,no
699,59,admin.,married,secondary,no,1575,yes,no,cellular,301,3,success,no
700,32,services,married,secondary,no,1076,no,no,cellular,906,1,failure,no
701,28,student,single,tertiary,no,3054,no,no,cellular,384,1,other,yes
702,34,blue-collar,married,primary,no,1309,yes,no,cellular,456,2,failure,no
703,44,management,married,tertiary,no,1451,yes,no,cellular,157,3,failure,no
704,42,management,married,tertiary,no,0,yes,no,cellular,88,1,failure,no
705,28,services,single,secondary,no,339,no,no,cellular,350,1,success,yes
706,60,services,married,tertiary,no,4256,yes,no,cellular,200,1,success,yes
707,58,technician,married,secondary,no,3399,no,no,telephone,1628,2,success,yes
708,53,technician,married,tertiary,no,431,yes,no,cellular,55,1,failure,no
709,24,admin.,single,secondary,no,1295,no,no,cellular,355,2,success,yes
710,40,admin.,married,secondary,no,67,no,yes,cellular,359,2,failure,no
711,52,technician,married,secondary,no,195,yes,no,cellular,220,1,failure,yes
712,34,admin.,married,secondary,no,4902,yes,no,cellular,59,1,failure,no
713,60,retired,married,tertiary,no,2194,yes,no,telephone,31,3,failure,no
714,43,technician,single,tertiary,no,275,yes,no,telephone,151,2,other,no
715,57,blue-collar,married,secondary,no,25,yes,no,cellular,378,2,failure,no
716,45,admin.,single,secondary,no,-101,yes,no,cellular,101,1,failure,no
717,33,blue-collar,single,secondary,no,22,no,no,cellular,76,2,failure,no
718,34,retired,married,secondary,no,165,no,no,cellular,99,1,failure,no
719,33,technician,married,secondary,no,218,yes,yes,cellular,162,1,failure,no
720,21,student,single,secondary,no,123,no,no,telephone,379,5,success,yes
721,35,management,single,tertiary,no,2576,yes,yes,cellular,136,3,failure,no
722,37,blue-collar,married,secondary,no,740,yes,no,cellular,434,3,failure,no
723,31,blue-collar,married,secondary,no,1981,yes,no,cellular,198,1,failure,no
724,45,services,divorced,secondary,no,0,yes,yes,cellular,173,1,failure,no
725,52,admin.,married,primary,no,2281,yes,yes,telephone,82,1,failure,no
726,54,self-employed,married,secondary,no,534,yes,no,cellular,165,1,failure,no
727,26,housemaid,married,secondary,no,13,yes,no,cellular,132,2,other,no
728,50,technician,married,unknown,no,-287,yes,no,cellular,92,1,failure,no
729,32,management,divorced,tertiary,no,874,no,no,cellular,366,3,success,no
730,56,admin.,divorced,unknown,no,789,yes,no,cellular,1022,1,failure,no
731,53,management,married,tertiary,no,3366,no,no,telephone,278,6,failure,no
732,47,blue-collar,divorced,primary,no,1927,yes,no,cellular,130,4,failure,no
733,52,management,married,tertiary,no,1944,yes,no,cellular,238,3,failure,no
734,38,management,married,tertiary,no,165,yes,no,cellular,526,1,other,yes
735,32,admin.,single,tertiary,no,2004,no,no,cellular,141,1,failure,no
736,42,blue-collar,married,secondary,no,2152,yes,no,cellular,319,2,failure,no
737,31,management,single,tertiary,no,874,yes,no,cellular,98,1,failure,no
738,29,self-employed,single,tertiary,no,3290,no,no,cellular,136,1,success,yes
739,38,management,single,tertiary,no,6158,yes,no,cellular,139,5,failure,yes
740,44,technician,married,secondary,no,227,yes,yes,cellular,364,1,failure,no
741,41,blue-collar,married,secondary,no,1384,yes,no,cellular,106,4,success,no
742,45,self-employed,married,secondary,no,706,no,no,cellular,78,2,success,no
743,38,blue-collar,married,secondary,no,1407,yes,no,cellular,169,3,failure,no
744,45,services,divorced,secondary,no,608,yes,yes,cellular,1135,3,failure,yes
745,48,unknown,single,unknown,no,1819,no,no,cellular,1440,1,failure,yes
746,26,management,married,tertiary,no,784,yes,yes,cellular,247,2,failure,no
747,39,technician,single,tertiary,no,393,no,no,cellular,325,1,success,yes
748,77,unknown,married,unknown,no,397,no,no,telephone,207,1,success,no
749,33,management,married,tertiary,no,864,yes,no,cellular,170,1,failure,no
750,69,retired,married,unknown,no,426,no,no,telephone,225,1,success,yes
751,52,services,married,secondary,no,961,no,yes,cellular,222,1,failure,yes
752,32,blue-collar,married,secondary,no,25,yes,no,cellular,28,2,other,no
753,77,retired,married,secondary,no,4112,no,no,telephone,426,1,success,yes
754,31,unemployed,single,secondary,no,500,yes,no,cellular,184,2,failure,no
755,35,management,married,tertiary,no,2123,yes,no,cellular,54,1,failure,no
756,35,technician,married,tertiary,no,1526,yes,no,cellular,236,2,failure,no
757,49,management,married,tertiary,no,1808,yes,no,cellular,205,1,success,yes
758,48,management,single,tertiary,no,-295,no,yes,cellular,121,1,failure,no
759,32,services,married,secondary,no,914,no,no,cellular,434,1,success,no
760,61,housemaid,married,primary,no,211,no,no,cellular,443,2,failure,yes
761,34,admin.,married,tertiary,no,899,yes,no,unknown,114,1,failure,yes
762,30,student,single,secondary,no,459,no,no,cellular,98,2,success,no
763,30,services,single,primary,no,411,yes,no,cellular,457,1,other,no
764,35,technician,single,tertiary,no,364,no,yes,cellular,162,3,failure,no
765,48,technician,married,primary,no,235,no,no,cellular,386,2,success,yes
766,41,self-employed,married,tertiary,no,0,yes,no,telephone,395,3,other,yes
767,47,management,married,tertiary,yes,-337,no,yes,cellular,243,4,failure,no
768,47,technician,married,secondary,no,-59,yes,yes,cellular,502,1,failure,no
769,78,management,married,unknown,no,1780,yes,no,cellular,211,2,success,yes
770,64,management,married,tertiary,no,3951,no,no,cellular,134,1,success,yes
771,36,management,married,tertiary,no,806,yes,no,cellular,106,2,failure,no
